"outcome","model","term","estimate","std.error","z","p.value","OR","OR_lo","OR_hi","p_fdr_BH","p_holm"
"q42_police","logit_HC3","one_person",-0.00460137727265603,0.363171805586389,-0.0126699738302275,0.989891093956619,0.995409192845165,0.488498872190274,2.02833520732209,0.997261916372137,1
"q42_police","logit_HC3","disability",1.21394704016913,0.584694678564797,2.07620675315348,0.0378748329684774,3.36674714776171,1.07030694324479,10.5904071990769,0.428929589942303,1
"q42_police","logit_HC3","own_victim",-0.572463512581555,0.416537863051282,-1.3743372772599,0.169336998634902,0.564133974314841,0.249354992742131,1.27628140698739,0.575738794642598,1
"q42_police","logit_HC3","victim_blaming_z",-0.066851963870372,0.181646023482471,-0.368034282219359,0.712847671926557,0.935333654262594,0.655158446271521,1.33532437805686,0.996380813496981,1
"q42_police","logit_HC3","crime_denial_z",0.320053212945436,0.172197330164726,1.85864213248411,0.0630778808738682,1.37720104731032,0.982697876816375,1.93007715744466,0.428929589942303,1
"q42_police","logit_HC3","stereotype_z",-0.118569496099646,0.148207950811269,-0.800021155751859,0.423698539985307,0.888190087765061,0.664276314554127,1.18758055152639,0.996380813496981,1
"q42_police","logit_HC3","fear_z",0.301065063659149,0.22778642139973,1.32169890465431,0.18626843356084,1.35129725902214,0.864679533425683,2.11176998142478,0.575738794642598,1
"q42_police","logit_HC3","cjs_distrust_z",0.0172825154090314,0.221364224415369,0.0780727574867853,0.937770177408923,1.01743272214755,0.659290274353584,1.57012682328968,0.996380813496981,1
"q42_police","logit_HC3","gender_awareness_z",0.0489718567881092,0.171728778304217,0.285169773358288,0.775514076666762,1.05019079458207,0.750049144432765,1.47043792158313,0.996380813496981,1
"q42_police","logit_HC3","gender_hierarchy_z",0.0540159186826663,0.128122807283207,0.421594873138142,0.673320749070816,1.05550140421325,0.821104590516053,1.35681035907492,0.996380813496981,1
"q42_police","logit_HC3","stedu",0.410196498500378,0.26232479051283,1.5636970402167,0.117888733170224,1.50711390164025,0.901261265225141,2.52023736086103,0.572602418255374,1
